DrawNo,DrawDate,1stPrizeNo
459717,20170517,470630
459817,20170520,248902
459917,20170521,228978
460017,20170524,226888
460117,20170527,928002
460217,20170528,635051
460317,20170531,677785
460417,20170603,229883
460517,20170604,265553
460617,20170607,440009
460717,20170610,789761
460817,20170611,802067
460917,20170614,387965
461017,20170617,421821
461117,20170618,626613
461217,20170621,197960
461317,20170624,666798
461417,20170625,164480
461517,20170628,603882
461617,20170701,399771
461717,20170702,831879
461817,20170704,786247
461917,20170705,791557
462017,20170708,156209
462117,20170709,500305
462217,20170712,151141
462317,20170715,886601
462417,20170716,487058
462517,20170719,759244
462617,20170722,982986
462717,20170723,478712
462817,20170725,064169
462917,20170726,130871
463017,20170729,278845
463117,20170730,511020
463217,20170801,394278
463317,20170802,123727
463417,20170805,408688
463517,20170806,983680
463617,20170809,926917
463717,20170812,705937
463817,20170813,378135
463917,20170816,177383
464017,20170819,225603
464117,20170820,058076
464217,20170823,801222
464317,20170826,546910
464417,20170827,289028
464517,20170829,494414
464617,20170830,960405
464717,20170902,078980
464817,20170903,774014
464917,20170905,812279
465017,20170906,531561
465117,20170909,161281
465217,20170910,110523
465317,20170913,069980
465417,20170916,460728
465517,20170917,220605
465617,20170920,366170
465717,20170923,570268
465817,20170924,992669
465917,20170926,090996
466017,20170927,465481
466117,20170930,450157
466217,20171001,571086
466317,20171003,174735
466417,20171004,169511
466517,20171007,401537
466617,20171008,561476
466717,20171011,111614
466817,20171014,255571
466917,20171015,216397
467017,20171018,934471
467117,20171021,321339
467217,20171022,348724
467317,20171025,925370
467417,20171028,538248
467517,20171029,367907
467617,20171031,973108
467717,20171101,673286
467817,20171104,675408
467917,20171105,354871
468017,20171107,904991
468117,20171108,783564
468217,20171111,890991
468317,20171112,935546
468417,20171115,038320
468517,20171118,999434
468617,20171119,793864
468717,20171122,651947
468817,20171125,682965
468917,20171126,645044
469017,20171128,636586
469117,20171129,150338
469217,20171202,952167
469317,20171203,486323
469417,20171205,656085
469517,20171206,243120
469617,20171209,084239
469717,20171210,900923
469817,20171213,258995
469917,20171216,422338
470017,20171217,396242
470117,20171220,995344
470217,20171223,013418
470317,20171224,714763
470417,20171226,337793
470517,20171227,483802
470617,20171230,285807
470717,20171231,326327
470818,20180103,164613
470918,20180106,857529
471018,20180107,412171
471118,20180110,099537
471218,20180113,628375
471318,20180114,944443
471418,20180116,085853
471518,20180117,815192
471618,20180120,223216
471718,20180121,684221
471818,20180124,525710
471918,20180127,507050
472018,20180128,569956
472118,20180130,721029
472218,20180131,072504
472318,20180203,651196
472418,20180204,057208
472518,20180206,831700
472618,20180207,561116
472718,20180210,940955
472818,20180211,187273
472918,20180213,289588
473018,20180214,120278
473118,20180217,441903
473218,20180218,467350
473318,20180220,612212
473418,20180221,737233
473518,20180224,725571
473618,20180225,966854
473718,20180227,646132
473818,20180228,636948
473918,20180303,039841
474018,20180304,305782
474118,20180306,956653
474218,20180307,047372
474318,20180310,639279
474418,20180311,564838
474518,20180314,044496
474618,20180317,997928
474718,20180318,714116
474818,20180321,988365
474918,20180324,502298
475018,20180325,874391
475118,20180328,018666
475218,20180331,594393
475318,20180401,906261
475418,20180403,049310
475518,20180404,524787
475618,20180407,720899
475718,20180408,547220
475818,20180411,323487
475918,20180414,065998
476018,20180415,615714
476118,20180418,385119
476218,20180421,380709
476318,20180422,780067
476418,20180425,560752
476518,20180428,935241
476618,20180429,776770
476718,20180501,255864
476818,20180502,562539
476918,20180505,257749
477018,20180506,003640
477118,20180509,410728
477218,20180512,737297
477318,20180513,619756
477418,20180516,827841
477518,20180519,854833
477618,20180520,812994
477718,20180523,754517
477818,20180526,529788
477918,20180527,958585
478018,20180530,101766
478118,20180602,737945
478218,20180603,896431
478318,20180606,585819
478418,20180609,319977
478518,20180610,073986
478618,20180613,658151
478718,20180616,026785
478818,20180617,592292
478918,20180620,869371
479018,20180623,246399
479118,20180624,900958
479218,20180626,687632
479318,20180627,485195
479418,20180630,283018
479518,20180701,836203
479618,20180703,304241
479718,20180704,296995
479818,20180707,794349
479918,20180708,183022
480018,20180711,940779
480118,20180714,310371
480218,20180715,280691
480318,20180718,151685
480418,20180721,747494
480518,20180722,940844
480618,20180725,601431
480718,20180728,814772
480818,20180729,147118
480918,20180731,663177
481018,20180801,192877
481118,20180804,461355
481218,20180805,328231
481318,20180807,836191
481418,20180808,583829
481518,20180811,648989
481618,20180812,304200
481718,20180815,443241
481818,20180818,512968
481918,20180819,377033
482018,20180822,236871
482118,20180825,500560
482218,20180826,593203
482318,20180828,821288
482418,20180829,317879
482518,20180901,931150
482618,20180902,728422
482718,20180904,419459
482818,20180905,683933
482918,20180908,981532
483018,20180909,273912
483118,20180912,164814
483218,20180915,808617
483318,20180916,459725
483418,20180919,105262
483518,20180922,335355
483618,20180923,082202
483718,20180925,110507
483818,20180926,133849
483918,20180929,657533
484018,20180930,539074
484118,20181002,383889
484218,20181003,893537
484318,20181006,787143
484418,20181007,378195
484518,20181010,318197
484618,20181013,670045
484718,20181014,392936
484818,20181017,166901
484918,20181020,689252
485018,20181021,116511
485118,20181024,613584
485218,20181027,561612
485318,20181028,399433
485418,20181030,938734
485518,20181031,544726
485618,20181103,343297
485718,20181104,003220
485818,20181106,766253
485918,20181107,797757
486018,20181110,075804
486118,20181111,890408
486218,20181114,458948
486318,20181117,387260
486418,20181118,457122
486518,20181121,476288
486618,20181124,115133
486718,20181125,620018
486818,20181127,243215
486918,20181128,564613
487018,20181201,512155
487118,20181202,684080
487218,20181204,366832
487318,20181205,022509
487418,20181208,796843
487518,20181209,756888
487618,20181212,822641
487718,20181215,243317
487818,20181216,269020
487918,20181219,734336
488018,20181222,548086
488118,20181223,577699
488218,20181225,071659
488318,20181226,646424
488418,20181229,022514
488518,20181230,672537
488619,20190102,512083
488719,20190105,850660
488819,20190106,499421
488919,20190109,677325
489019,20190112,902830
489119,20190113,145151
489219,20190116,927617
489319,20190119,803724
489419,20190120,740851
489519,20190123,556640
489619,20190126,144585
489719,20190127,805178
489819,20190129,905373
489919,20190130,442817
490019,20190202,901471
490119,20190203,675056
490219,20190205,491227
490319,20190206,901494
490419,20190209,673438
490519,20190210,559256
490619,20190213,024007
490719,20190216,847021
490819,20190217,737145
490919,20190219,403014
491019,20190220,611303
491119,20190223,956196
491219,20190224,310516
491319,20190227,235405
491419,20190302,115109
491519,20190303,671121
491619,20190306,799109
491719,20190309,686780
491819,20190310,974608
491919,20190313,773733
492019,20190316,402494
492119,20190317,775157
492219,20190320,253519
492319,20190323,795833
492419,20190324,075924
492519,20190327,968271
492619,20190330,510910
492719,20190331,453937
492819,20190402,787144
492919,20190403,792750
493019,20190406,143601
493119,20190407,954783
493219,20190410,086335
493319,20190413,882175
493419,20190414,212632
493519,20190417,993581
493619,20190420,840141
493719,20190421,274037
493819,20190424,647518
493919,20190427,717635
494019,20190428,715220
494119,20190501,153912
494219,20190504,077465
494319,20190505,528518
494419,20190508,674994
494519,20190511,104104
494619,20190512,924273
494719,20190515,743978
494819,20190518,590449
494919,20190519,092084
495019,20190522,038936
495119,20190525,010283
495219,20190526,857867
495319,20190529,428333
495419,20190601,534438
495519,20190602,450841
495619,20190605,496175
495719,20190608,285368
495819,20190609,335459
495919,20190612,407830
496019,20190615,258985
496119,20190616,860280
496219,20190618,892906
496319,20190619,629743
496419,20190622,593665
496519,20190623,481356
496619,20190626,017076
496719,20190629,847727
496819,20190630,970325
496919,20190703,046578
497019,20190706,000000
497119,20190707,041392
497219,20190710,883768
497319,20190713,156178
497419,20190714,621372
497519,20190717,585857
497619,20190720,209437
497719,20190721,967633
497819,20190724,905545
497919,20190727,625240
498019,20190728,329126
498119,20190730,441930
498219,20190731,428335
498319,20190803,307835
498419,20190804,983885
498519,20190807,568367
498619,20190810,307600
498719,20190811,244909
498819,20190814,969286
498919,20190817,344923
499019,20190818,948384
499119,20190820,630046
499219,20190821,559723
499319,20190824,064878
499419,20190825,692779
499519,20190828,608953
499619,20190831,444421
499719,20190901,821841
499819,20190904,728241
499919,20190907,017505
500019,20190908,126673
500119,20190910,706924
500219,20190911,575687
500319,20190914,654771
500419,20190915,447075
500519,20190918,111840
500619,20190921,651225
500719,20190922,033909
500819,20190925,946912
500919,20190928,266285
501019,20190929,019483
501119,20191001,459683
501219,20191002,600775
501319,20191005,192195
501419,20191006,454805
501519,20191009,790074
501619,20191012,348954
501719,20191013,450709
501819,20191016,860732
501919,20191019,534147
502019,20191020,368871
502119,20191023,649514
502219,20191026,040261
502319,20191027,969131
502419,20191030,845877
502519,20191102,621819
502619,20191103,119597
502719,20191105,559564
502819,20191106,322848
502919,20191109,118797
503019,20191110,030200
503119,20191113,816172
503219,20191116,973127
503319,20191117,517129
503419,20191120,619873
503519,20191123,642225
503619,20191124,087861
503719,20191127,845665
503819,20191130,671128
503919,20191201,275672
504019,20191203,153527
504119,20191204,506506
504219,20191207,866361
504319,20191208,395416
504419,20191211,261167
504519,20191214,951619
504619,20191215,474912
504719,20191218,216123
504819,20191221,534270
504919,20191222,200632
505019,20191225,973486
505119,20191228,887148
505219,20191229,367090
505320,20200101,496960
505420,20200104,613196
505520,20200105,421190
505620,20200108,160074
505720,20200111,642643
505820,20200112,060113
505920,20200115,417203
506020,20200118,669684
506120,20200119,243041
506220,20200121,505046
506320,20200122,707396
506420,20200125,873839
506520,20200126,280498
506620,20200128,784235
506720,20200129,767208
506820,20200201,030082
506920,20200202,878877
507020,20200204,477634
507120,20200205,662863
507220,20200208,306241
507320,20200209,528016
507420,20200212,622158
507520,20200215,654036
507620,20200216,552931
507720,20200219,313720
507820,20200222,003167
507920,20200223,932410
508020,20200226,050701
508120,20200229,310455
508220,20200301,939693
508320,20200304,057016
508420,20200307,199812
508520,20200308,001755
508620,20200311,862806
508720,20200314,447020
508820,20200315,333721
512920,20200617,925823
513020,20200620,421268
513120,20200621,834859
513220,20200624,160401
513320,20200627,760479
513420,20200628,849116
513520,20200701,863304
513620,20200704,073042
513720,20200705,895105
513820,20200707,804200
513920,20200708,740757
514020,20200711,085369
514120,20200712,491604
514220,20200715,843103
514320,20200718,931294
514420,20200719,509979
514520,20200722,426021
514620,20200725,653878
514720,20200726,538127
514820,20200729,745616
514920,20200801,334494
515020,20200802,549576
515120,20200805,802491
515220,20200808,595516
515320,20200809,615583
515420,20200812,759644
515520,20200815,263459
515620,20200816,676906
515720,20200819,528407
515820,20200822,448697
515920,20200823,332760
516020,20200826,622431
516120,20200829,318311
516220,20200830,220942
516320,20200901,361381
516420,20200902,140506
516520,20200905,683082
516620,20200906,099345
516720,20200909,593146
516820,20200912,268115
516920,20200913,827569
517020,20200916,649948
517120,20200919,191435
517220,20200920,513524
517320,20200923,695921
517420,20200926,460685
517520,20200927,157960
517620,20200930,223234
517720,20201003,834208
517820,20201004,564962
517920,20201007,243404
518020,20201010,707374
518120,20201011,205045
518220,20201013,323668
518320,20201014,176923
518420,20201017,813718
518520,20201018,438441
518620,20201021,186584
518720,20201024,435363
518820,20201025,559400
518920,20201028,820205
519020,20201031,285915
519120,20201101,351730
519220,20201103,515541
519320,20201104,525825
519420,20201107,247981
519520,20201108,879587
519620,20201111,167991
519720,20201114,267559
519820,20201115,193447
519920,20201118,615784
520020,20201121,438019
520120,20201122,659116
520220,20201125,213852
520320,20201128,948252
520420,20201129,598663
520520,20201201,817173
520620,20201202,613234
520720,20201205,365037
520820,20201206,767705
520920,20201209,369134
521020,20201212,029347
521120,20201213,998436
521220,20201216,186495
521320,20201219,629092
521420,20201220,340994
521520,20201223,102432
521620,20201226,915683
521720,20201227,446867
521820,20201230,701591
521921,20210102,628602
522021,20210103,182669
522121,20210106,009062
522221,20210109,053654
522321,20210110,356411
522421,20210113,891043
522521,20210116,965721
522621,20210117,984540
522721,20210120,550507
522821,20210123,931269
522921,20210124,352826
523021,20210126,925420
523121,20210127,398364
523221,20210130,674101
523321,20210131,997215
523421,20210202,540543
523521,20210203,949674
523621,20210206,214573
523721,20210207,412099
523821,20210209,203814
523921,20210210,610853
524021,20210213,993125
524121,20210214,532421
524221,20210216,985854
524321,20210217,169417
524421,20210220,529241
524521,20210221,768143
524621,20210224,205533
524721,20210227,593556
524821,20210228,041405
524921,20210302,023135
525021,20210303,770312
525121,20210306,390656
525221,20210307,028184
525321,20210310,663937
525421,20210313,980728
525521,20210314,331853
525621,20210317,348550
525721,20210320,081639
525821,20210321,970693
525921,20210324,127517
526021,20210327,567598
526121,20210328,347500
526221,20210330,833768
526321,20210331,284799
526421,20210403,360790
526521,20210404,431385
526621,20210406,667172
526721,20210407,391561
526821,20210410,094980
526921,20210411,300215
527021,20210414,755103
527121,20210417,631678
527221,20210418,607997
527321,20210421,042313
527421,20210424,616994
527521,20210425,902675
527621,20210428,454930
527721,20210501,738849
527821,20210502,881530
527921,20210505,254101
528021,20210508,796499
528121,20210509,403055
528221,20210512,574915
528321,20210515,795666
528421,20210516,515265
528521,20210519,656631
528621,20210522,494585
528721,20210523,425933
528821,20210525,546680
528921,20210526,061907
529021,20210529,529627
529121,20210530,342113
534421,20210915,009095
534521,20210918,154713
534621,20210919,963972
534721,20210922,629199
534821,20210925,449823
534921,20210926,807317
535021,20210928,827580
535121,20210929,532278
535221,20211002,965361
535321,20211003,830425
535421,20211005,415803
535521,20211006,888921
535621,20211009,010050
535721,20211010,653102
535821,20211013,032894
535921,20211016,341869
536021,20211017,018179
536121,20211020,473978
536221,20211023,852441
536321,20211024,303912
536421,20211026,140275
536521,20211027,575331
536621,20211030,634180
536721,20211031,839656
536821,20211102,229516
536921,20211103,206038
537021,20211106,001449
537121,20211107,990581
537221,20211110,573295
537321,20211113,111095
537421,20211114,862609
537521,20211117,584879
537621,20211120,963089
537721,20211121,537491
537821,20211124,943921
537921,20211127,657245
538021,20211128,103312
538121,20211130,193740
538221,20211201,299123
538321,20211204,860072
538421,20211205,871160
538521,20211207,939261
538621,20211208,873999
538721,20211211,146511
538821,20211212,765300
538921,20211215,990795
539021,20211218,321588
539121,20211219,546645
539221,20211222,826710
539321,20211225,322824
539421,20211226,823298
539521,20211228,624973
539621,20211229,765499
539722,20220101,128121
539822,20220102,301627
539922,20220105,592904
540022,20220108,014521
540122,20220109,312245
540222,20220112,762372
540322,20220115,149657
540422,20220116,226959
540522,20220119,461370
540622,20220122,142828
540722,20220123,982709
540822,20220125,424771
540922,20220126,160460
541022,20220129,520782
541122,20220130,652007
541222,20220202,940037
541322,20220205,210079
541422,20220206,808452
541522,20220208,755318
541622,20220209,133165
541722,20220212,998980
541822,20220213,134805
541922,20220215,371680
542022,20220216,814901
542122,20220219,382457
542222,20220220,105979
542322,20220223,835403
542422,20220226,158325
542522,20220227,105932
542622,20220302,958078
542722,20220305,661899
542822,20220306,425809
542922,20220309,744522
543022,20220312,274281
543122,20220313,500967
543222,20220316,048430
543322,20220319,519227
543422,20220320,441006
543522,20220323,350362
543622,20220326,883640
543722,20220327,961288
543822,20220329,933598
543922,20220330,124244
544022,20220402,188558
544122,20220403,917017
544222,20220406,276228
544322,20220409,265014
544422,20220410,251041
544522,20220413,068059
544622,20220416,477237
544722,20220417,263236
544822,20220420,418744
544922,20220423,678831
545022,20220424,406268
545122,20220427,717570
545222,20220430,491374
545322,20220501,876420
545422,20220504,540525
545522,20220507,026816
545622,20220508,098791
545722,20220511,353834
545822,20220514,960223
545922,20220515,498199
546022,20220518,586079
546122,20220521,321766
546222,20220522,600850
546322,20220525,055783
546422,20220528,107173
546522,20220529,824921
546622,20220531,305300
546722,20220601,513681
546822,20220604,586569
546922,20220605,962379
547022,20220608,233926
547122,20220611,517244
547222,20220612,554007
547322,20220614,886859
547422,20220615,393085
547522,20220618,612338
547622,20220619,134166
547722,20220622,862818
547822,20220625,878705
547922,20220626,048351
548022,20220628,943741
548122,20220629,645198
548222,20220702,999943
548322,20220703,931201
548422,20220706,705979
548522,20220709,113817
548622,20220710,198139
548722,20220713,658755
548822,20220716,186549
548922,20220717,779537
549022,20220719,563840
549122,20220720,067201
549222,20220723,702811
549322,20220724,374932
549422,20220726,719895
549522,20220727,011723
549622,20220730,959626
549722,20220731,643370
549822,20220802,070465
549922,20220803,681533
550022,20220806,517483
550122,20220807,939350
550222,20220809,626140
550322,20220810,932751
550422,20220813,158930
550522,20220814,785199
550622,20220816,049442
550722,20220817,981850
550822,20220820,086925
550922,20220821,111056
551022,20220824,137506
551122,20220827,899593
551222,20220828,484051
551322,20220831,790215
551422,20220903,717204
551522,20220904,107380
551622,20220906,077449
551722,20220907,721647
551822,20220910,020935
551922,20220911,802202
552022,20220914,008441
552122,20220917,276872
552222,20220918,460806
552322,20220921,245225
552422,20220924,849428
552522,20220925,826638
552622,20220927,938473
552722,20220928,546334
552822,20221001,615911
552922,20221002,981847
553022,20221005,560990
553122,20221008,142126
553222,20221009,094573
553322,20221012,966727
553422,20221015,157854
553522,20221016,787303
553622,20221018,449683
553722,20221019,640972
553822,20221022,848409
553922,20221023,265127
554022,20221025,617598
554122,20221026,226831
554222,20221029,291133
554322,20221030,304641
554422,20221102,383327
554522,20221105,241501
554622,20221106,899854
554722,20221109,325563
554822,20221112,522607
554922,20221113,825115
555022,20221115,434877
555122,20221116,713879
555222,20221119,877893
555322,20221120,137343
555422,20221122,524490
555522,20221123,639945
555622,20221126,297587
555722,20221127,523835
555822,20221129,861658
555922,20221130,198052
556022,20221203,678129
556122,20221204,171176
556222,20221206,889744
556322,20221207,518051
556422,20221210,269747
556522,20221211,402526
556622,20221214,799020
556722,20221217,042667
556822,20221218,467466
556922,20221220,995266
557022,20221221,108324
557122,20221224,101299
557222,20221225,301159
557322,20221227,572661
557422,20221228,048733
557522,20221231,983362
557623,20230101,212452
557723,20230104,005323
557823,20230107,904631
557923,20230108,352316
558023,20230111,789562
558123,20230114,188557
558223,20230115,575516
558323,20230118,910316
558423,20230121,478031
558523,20230122,544232
558623,20230124,746291
558723,20230125,958484
558823,20230128,066826
558923,20230129,500835
559023,20230131,036790
559123,20230201,885773
559223,20230204,463937
559323,20230205,666500
559423,20230208,174838
559523,20230211,482954
559623,20230212,760098
559723,20230215,126803
559823,20230218,399415
559923,20230219,853066
560023,20230222,794914
560123,20230225,101266
560223,20230226,013506
560323,20230301,145483
560423,20230304,520843
560523,20230305,368185
560623,20230307,225643
560723,20230308,571474
560823,20230311,481570
560923,20230312,023879
561023,20230315,995603
561123,20230318,199078
561223,20230319,191752
561323,20230322,548093
561423,20230325,406096
561523,20230326,465350
561623,20230329,869473
561723,20230401,942690
561823,20230402,530260
561923,20230405,476121
562023,20230408,241121
562123,20230409,223600
562223,20230412,003298
562323,20230415,902630
562423,20230416,090356
562523,20230419,768740
562623,20230422,906303
562723,20230423,350421
562823,20230426,479044
562923,20230429,662331
563023,20230430,680791
563123,20230503,161965
563223,20230506,584999
563323,20230507,174187
563423,20230510,023905
563523,20230513,001715
563623,20230514,871589
563723,20230517,402702
563823,20230520,201078
563923,20230521,121758
564023,20230524,845330
564123,20230527,420558
564223,20230528,927021
564323,20230530,310594
564423,20230531,971170
564523,20230603,559610
564623,20230604,734861
564723,20230607,352868
564823,20230610,462046
564923,20230611,655778
565023,20230614,270934
565123,20230617,008618
565223,20230618,657231
565323,20230621,135561
565423,20230624,994271
565523,20230625,592887
565623,20230628,847533
565723,20230701,592719
565823,20230702,278313
565923,20230704,572560
566023,20230705,866932
566123,20230708,634429
566223,20230709,872555
566323,20230712,242985
566423,20230715,731748
566523,20230716,744432
566623,20230719,834985
566723,20230722,237114
566823,20230723,884696
566923,20230726,916994
567023,20230729,737446
567123,20230730,860196
567223,20230802,139352
567323,20230805,362350
567423,20230806,904197
567523,20230809,748000
567623,20230812,015397
567723,20230813,102121
567823,20230816,459997
567923,20230819,207896
568023,20230820,093953
568123,20230823,806846
568223,20230826,881442
568323,20230827,445612
568423,20230829,606339
568523,20230830,939992
568623,20230902,420960
568723,20230903,371118
568823,20230906,175128
568923,20230909,023036
569023,20230910,328116
569123,20230913,990012
569223,20230916,421634
569323,20230917,822179
569423,20230920,671005
569523,20230923,985607
569623,20230924,300811
569723,20230927,481157
569823,20230930,614426
569923,20231001,026182
570023,20231004,270496
570123,20231007,698576
570223,20231008,963067
570323,20231011,609855
570423,20231014,065902
570523,20231015,774690
570623,20231018,794025
570723,20231021,899756
570823,20231022,157103
570923,20231025,667475
571023,20231028,626924
571123,20231029,821544
571223,20231031,423160
571323,20231101,836181
571423,20231104,506451
571523,20231105,138312
571623,20231108,950546
571723,20231111,885402
571823,20231112,271982
571923,20231115,924432
572023,20231118,861946
572123,20231119,930193
572223,20231122,403952
572323,20231125,910442
572423,20231126,785569
572523,20231129,585505
572623,20231202,363043
572723,20231203,653448
572823,20231206,485918
572923,20231209,084503
573023,20231210,562473
573123,20231213,197601
573223,20231216,486651
573323,20231217,478326
573423,20231220,058479
573523,20231223,107524
573623,20231224,381505
573723,20231226,299956
573823,20231227,188827
573923,20231230,554493
574023,20231231,847954
574124,20240103,413446
574224,20240106,199708
574324,20240107,736656
574424,20240110,206811
574524,20240113,040464
574624,20240114,878199
574724,20240117,464188
574824,20240120,996546
574924,20240121,107033
575024,20240124,926883
575124,20240127,108842
575224,20240128,368951
575324,20240131,658280
575424,20240203,158617
575524,20240204,032087
575624,20240207,659384
575724,20240210,032200
575824,20240211,726975
575924,20240213,501046
576024,20240214,811411
576124,20240217,585100
576224,20240218,327594
576324,20240220,195086
576424,20240221,006327
576524,20240224,762132
576624,20240225,081276
576724,20240228,090013
576824,20240302,023070
576924,20240303,739849
577024,20240305,991860
577124,20240306,166973
577224,20240309,273236
577324,20240310,171840
577424,20240313,512847
577524,20240316,161880
577624,20240317,063714
577724,20240320,102912
577824,20240323,373462
577924,20240324,322110
578024,20240327,325893
578124,20240330,720347
578224,20240331,160513
578324,20240403,030184
578424,20240406,228964
578524,20240407,808484
578624,20240410,421637
578724,20240413,165104
578824,20240414,154542
578924,20240417,505769
579024,20240420,092560
579124,20240421,115260
579224,20240424,855433
579324,20240427,577307
579424,20240428,572612
579524,20240501,445309
579624,20240504,085004
579724,20240505,916061
579824,20240508,873693
579924,20240511,409205
580024,20240512,375331
580124,20240515,609314
580224,20240518,252005
580324,20240519,334972
580424,20240522,560811
580524,20240525,418749
580624,20240526,489365
580724,20240528,386153
580824,20240529,661536
580924,20240601,172246
581024,20240602,801643
581124,20240605,898778
581224,20240608,320857
581324,20240609,771806
581424,20240612,056243
581524,20240615,636907
581624,20240616,964907
581724,20240619,396760
581824,20240622,622200
581924,20240623,959197
582024,20240625,645344
582124,20240626,578507
582224,20240629,399358
582324,20240630,251794
582424,20240703,561550
582524,20240706,307996
582624,20240707,202903
582724,20240710,195042
582824,20240713,804023
582924,20240714,355827
583024,20240717,366074
583124,20240720,037835
583224,20240721,680435
583324,20240724,272496
583424,20240727,852275
583524,20240728,460163
583624,20240731,935588
583724,20240803,584885
583824,20240804,077715
583924,20240807,619186
584024,20240810,748488
584124,20240811,617102
584224,20240813,569603
584324,20240814,257832
584424,20240817,788513
584524,20240818,487953
584624,20240821,458525
584724,20240824,264555
584824,20240825,738225
584924,20240828,868474
585024,20240831,768449
585124,20240901,102333
585224,20240904,246207
585324,20240907,316691
585424,20240908,788053
585524,20240911,651416
585624,20240914,489737
585724,20240915,441279
585824,20240918,550618
585924,20240921,367069
586024,20240922,816500
586124,20240925,996445
586224,20240928,064595
586324,20240929,787741
586424,20241002,789934
586524,20241005,319378
586624,20241006,346730
586724,20241009,297863
586824,20241012,249400
586924,20241013,471881
587024,20241016,007215
587124,20241019,894676
587224,20241020,676100
587324,20241023,372194
587424,20241026,992258
587524,20241027,866490
587624,20241029,901582
587724,20241030,927525
587824,20241102,976138
587924,20241103,984893
588024,20241106,404555
588124,20241109,294366
588224,20241110,184315
588324,20241113,801752
588424,20241116,110650
588524,20241117,576771
588624,20241120,167117
588724,20241123,163039
588824,20241124,128477
588924,20241127,261565
589024,20241130,761457
589124,20241201,407373
589224,20241204,650928
589324,20241207,395204
589424,20241208,953981
589524,20241211,865468
589624,20241214,795596
589724,20241215,217769
589824,20241218,118775
589924,20241221,797268
590024,20241222,261258
590124,20241225,139315
590224,20241228,148793
590324,20241229,065848
590424,20241231,060567
590525,20250101,591287
590625,20250104,261755
590725,20250105,459330
